Title,ImgUrl,Date,AccessionNumber,Medium,Location
Inscribed Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.783,Steatite (glazed),The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.827,Steatite (glazed),The Met Fifth Avenue in Gallery 117
"Scarab, Queen Tiye",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1390–1352 B.C.,30.8.950,Faience,The Met Fifth Avenue in Gallery 117
"Scarab, Queen Tiye",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1390–1352 B.C.,30.8.599,Faience,The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.953,Faience,The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.683,Steatite (glazed),The Met Fifth Avenue in Gallery 117
Inscribed Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.791,Steatite (glazed),The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.738,Jasper (black),The Met Fifth Avenue in Gallery 117
Jug,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.142,Faience,The Met Fifth Avenue in Gallery 117
"Scarab, Queen Tiye",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1390–1352 B.C.,30.8.641,Stone,The Met Fifth Avenue in Gallery 117
"Plaque, Amenhotep III, Queen Tiye",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1390–1352 B.C.,30.8.604,Blue glass,The Met Fifth Avenue in Gallery 117
"Plaque, Amenhotep III",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1390–1352 B.C.,30.8.601,Faience,The Met Fifth Avenue in Gallery 117
"Plaque, Amenhotep III",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1390–1352 B.C.,30.8.499,Faience,The Met Fifth Avenue in Gallery 117
"Scarab, Amenhotep III",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1390–1352 B.C.,30.8.596,Faience,The Met Fifth Avenue in Gallery 117
"Scarab, Amenhotep III",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1390–1352 B.C.,30.8.640,Green glazed steatite,The Met Fifth Avenue in Gallery 117
"Scarab, Amenhotep III",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1390–1352 B.C.,30.8.591,Faience,The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.715,Carnelian,The Met Fifth Avenue in Gallery 109
Papyrus column kohl tube,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1427–1070 B.C.,30.8.173,Glass,The Met Fifth Avenue in Gallery 122
"Wedjat eye amulet,Openwork",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.327,Faience,The Met Fifth Avenue in Gallery 130
"Wedjat eye amulet,Openwork",/content/img/placeholders/NoImageAvailableIcon.png,522–343 B.C.,30.8.332,Blue glazed steatite,The Met Fifth Avenue in Gallery 130
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.836,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.987,Faience,The Met Fifth Avenue in Gallery 122
"Seal, hedgehog",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.860,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.839,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.842,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.984,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1014,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.837,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.841,Steatite (glazed),The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.840,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.972,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.990,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.997,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1005,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.962,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.996,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.961,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.998,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.969,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.970,Steatite (glazed),The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.992,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.968,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.849,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.966,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1006,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.983,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.965,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1008,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.847,Faience,The Met Fifth Avenue in Gallery 122
"Seal, two crocodiles",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.845,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.967,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.994,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.999,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.995,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1009,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.974,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1011,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1000,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1002,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1004,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1007,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1010,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.982,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.989,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1018,Faience,The Met Fifth Avenue in Gallery 122
"Seal, hedgehog",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1019,Faience,The Met Fifth Avenue in Gallery 122
Plaque,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1027,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1030,Faience,The Met Fifth Avenue in Gallery 122
"Seal, hedgehog",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1020,Faience,The Met Fifth Avenue in Gallery 122
Heart Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.1074,Crystalline stone,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.988,Faience,The Met Fifth Avenue in Gallery 122
"Seal, stamp",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.436,Steatite,The Met Fifth Avenue in Gallery 122
Mummy of a Monkey,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.229,Mummy,The Met Fifth Avenue in Gallery 122
"Ring, seal",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.415,Gold,The Met Fifth Avenue in Gallery 122
Shabti,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.201,Wood,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.973,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1186 B.C.,30.8.947,Green Jasper,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1186 B.C.,30.8.1017,Faience,The Met Fifth Avenue in Gallery 122
Wedjat Eye Plaque,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1070 B.C.,30.8.1023,Glazed Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1186 B.C.,30.8.925,Glazed steatite,The Met Fifth Avenue in Gallery 122
Hathor Head Seal,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1186 B.C.,30.8.813,Steatite,The Met Fifth Avenue in Gallery 122
Scarab with motto,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1186 B.C.,30.8.928,Glazed steatite,The Met Fifth Avenue in Gallery 122
Cowroid,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1186 B.C.,30.8.812,Steatite,The Met Fifth Avenue in Gallery 122
Oval pierced plaque with Taweret,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1186 B.C.,30.8.1024,Glazed steatite,The Met Fifth Avenue in Gallery 122
Point of a Spear,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.116,Bronze or copper alloy,The Met Fifth Avenue in Gallery 122
"Bead, elongated openwork",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.333,Blue faience,The Met Fifth Avenue in Gallery 122
"Beads, string, ring",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.423,Gold,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.689,Steatite,The Met Fifth Avenue in Gallery 122
Inscribed Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.793,Steatite (glazed),The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.824,Steatite,The Met Fifth Avenue in Gallery 122
Inscribed Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.790,Faience,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.826,Steatite,The Met Fifth Avenue in Gallery 122
Inscribed Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.784,Steatite (glazed),The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.679,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.828,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.825,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.814,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.823,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.830,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.831,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.833,Steatite,The Met Fifth Avenue in Gallery 122
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.834,Steatite (glazed),The Met Fifth Avenue in Gallery 122
Glass Vase,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1070 B.C.,30.8.178,Glass,The Met Fifth Avenue in Gallery 122
Glass Vase,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.179,Glass,The Met Fifth Avenue in Gallery 122
Kohl Jar,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.155,Steatite,The Met Fifth Avenue in Gallery 122
Glass Vase,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1295–1070 B.C.,30.8.167,Glass,The Met Fifth Avenue in Gallery 122
"Bead, Shebitqo",/content/img/placeholders/NoImageAvailableIcon.png,ca. 707–690 B.C.,30.8.320,Faience,The Met Fifth Avenue in Gallery 130
Fragment of a bracelet,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1550 B.C.,30.8.121,Electrum wire,The Met Fifth Avenue in Gallery 109
Amulet case,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1550 B.C.,30.8.376,Gold,The Met Fifth Avenue in Gallery 109
Sa-sign amulet,/content/img/placeholders/NoImageAvailableIcon.png,ca. 2030–1640 B.C.,30.8.373,Silver-gold alloy,The Met Fifth Avenue in Gallery 109
Sa-sign amulet,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1550 B.C.,30.8.374,Gold,The Met Fifth Avenue in Gallery 109
Spacer from bracelet,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1550 B.C.,30.8.386,Gold,The Met Fifth Avenue in Gallery 109
Cylinder seal,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1802–1575 B.C.,30.8.315,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Cylinder seal,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.316,Green glazed steatite,The Met Fifth Avenue in Gallery 109
"Bead, Yakobher",/content/img/placeholders/NoImageAvailableIcon.png,ca. 2030–1640 B.C.,30.8.323,Steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1550 B.C.,30.8.884,Blue-green glazed steatite,The Met Fifth Avenue in Gallery 109
Cylinder seal,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.318,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1550 B.C.,30.8.902,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1981–1550 B.C.,30.8.680,Glazed steatite,The Met Fifth Avenue in Gallery 109
Bead,/content/img/placeholders/NoImageAvailableIcon.png,ca. 2030–1640 B.C.,30.8.324,Glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.768,Green glazed steatite,The Met Fifth Avenue in Gallery 109
"Scarab, Seshi",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.463,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Inscribed Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.795,Steatite (glazed),The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.761,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.879,Amethyst,The Met Fifth Avenue in Gallery 109
Inscribed Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.798,Steatite (glazed),The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.894,Blue glazed steatite,The Met Fifth Avenue in Gallery 109
"Scaraboid, duck",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.807,Faience,The Met Fifth Avenue in Gallery 117
"Scaraboid, cat",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.809,Faience,The Met Fifth Avenue in Gallery 117
Inscribed Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.786,Steatite (glazed),The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.893,Green glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.816,Carnelian,The Met Fifth Avenue in Gallery 117
Inscribed Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.796,Steatite (glazed),The Met Fifth Avenue in Gallery 117
Ovoid Stamp Seal,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1070–664 B.C.,30.8.1032,Steatite,The Met Fifth Avenue in Gallery 130
"Scaraboid, cat",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.957,Faience,The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.759,Green glazed steatite,The Met Fifth Avenue in Gallery 109
"Scarab, private",/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.980,Faience,The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1640–1550 B.C.,30.8.899,Blue glazed steatite,The Met Fifth Avenue in Gallery 109
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.776,Glass,The Met Fifth Avenue in Gallery 117
Scarab,/content/img/placeholders/NoImageAvailableIcon.png,ca. 1550–1295 B.C.,30.8.817,Steatite (glazed),The Met Fifth Avenue in Gallery 117
